iter	Passed	Remaining
737	2388956	1171818
738	2392954	1168953
739	2395393	1165326
740	2397103	1161349
741	2399682	1157798
742	2402487	1154358
743	2405954	1151236
744	2409650	1148222
745	2413051	1145067
746	2414747	1141105
747	2417420	1137609
748	2420573	1134340
749	2424430	1131400
750	2426864	1127797
751	2429472	1124277
752	2433007	1121186
753	2435858	1117781
754	2438664	1114356
755	2442596	1111445
756	2444292	1107519
757	2447814	1104423
758	2450771	1101071
759	2454537	1098082
760	2457066	1094540
761	2459980	1091172
762	2463443	1088047
763	2466068	1084553
764	2470166	1081706
765	2472672	1078162
766	2476276	1075097
767	2478936	1071623
768	2481536	1068125
769	2484837	1064930
770	2488419	1061854
771	2490894	1058307
772	2493214	1054697
773	2495809	1051206
774	2499745	1048280
775	2502800	1044983
776	2505462	1041524
777	2508097	1038055
778	2511660	1034971
779	2516019	1032213
780	2517571	1028303
781	2520059	1024781
782	2522278	1021152
783	2525292	1017847
784	2528077	1014451
785	2531927	1011482
786	2535346	1008339
787	2537975	1004883
788	2540610	1001432
789	2544053	998299
790	2547590	995202
791	2550085	991700
792	2552914	988328
793	2556618	985296
794	2559328	981880
795	2562641	978697
796	2565151	975208
797	2568818	972159
798	2571485	968732
799	2574117	965294
800	2578633	962560
801	2582024	959405
802	2584910	956062
803	2587744	952701
804	2591376	949634
805	2596871	947245
806	2599601	943845
807	2602394	940469
808	2605282	937128
809	2609586	934296
810	2612049	930804
811	2614619	927352
812	2617489	924009
813	2620630	920761
814	2623038	917258
815	2625687	913842
816	2629203	910727
817	2631951	907347
818	2634492	903897
819	2637245	900522
820	2642189	897893
821	2645111	894575
822	2647769	891169
823	2651694	888189
824	2656876	885625
825	2659648	882256
826	2662063	878770
827	2664584	875322
828	2668295	872265
829	2672947	869513
830	2675300	866011
831	2677883	862587
832	2680862	859292
833	2684723	856278
834	2693337	854771
835	2695743	851287
836	2697448	847585
837	2700183	844210
838	2703005	840863
839	2707747	838112
840	2710669	834796
841	2713118	831335
842	2715897	827978
843	2719632	824912
844	2723469	821875
845	2725774	818376
846	2728487	815002
847	2731255	811646
848	2734649	808476
849	2737714	805210
850	2741229	802075
851	2744097	798751
852	2747077	795460
853	2750001	792155
854	2752950	788857
855	2757046	785887
856	2759866	782552
857	2762503	779167
858	2765304	775830
859	2769494	772882
860	2772752	769672
861	2775537	766331
862	2778216	762963
863	2781342	759718
864	2785743	756820
865	2788423	753453
866	2791136	750097
867	2794320	746869
868	2797504	743640
869	2801415	740604
870	2804283	737291
871	2808016	734206
872	2809793	730610
873	2813978	727642
874	2818370	724723
875	2821525	721486
876	2824059	718090
877	2826748	714735
878	2831367	711868
879	2832912	708228
880	2835295	704800
881	2837910	701433
882	2840650	698098
883	2843926	694896
884	2849757	692313
885	2852489	688975
886	2855123	685615
887	2857677	682238
888	2863424	679620
889	2866165	676286
890	2868435	672842
891	2870824	669429
892	2873385	666059
893	2875536	662595
894	2878567	659336
895	2881234	655995
896	2884017	652681
897	2887108	649438
898	2893930	647029
899	2896633	643696
900	2899585	640419
901	2902492	637132
902	2906315	634046
903	2908573	630619
904	2911418	627322
905	2915175	624220
906	2918292	620981
907	2920708	617594
908	2924609	614521
909	2928176	611377
910	2930996	608077
911	2933385	604689
912	2935946	601338
913	2940088	598311
914	2941279	594684
915	2943488	591268
916	2945730	587861
917	2948361	584533
918	2951768	581360
919	2955041	578160
920	2958320	574961
921	2960973	571641
922	2963544	568307
923	2966241	564998
924	2970026	561896
925	2972200	558491
926	2973543	554933
927	2975377	551470
928	2976980	547969
929	2979528	544644
930	2982158	541336
931	2987006	538430
932	2989813	535154
933	2992020	531772
934	2994397	528423
935	2996973	525110
936	3002977	522396
937	3005046	518995
938	3006775	515538
939	3009991	512338
940	3013009	509105
941	3017290	506084
942	3020867	502944
943	3023148	499588
944	3025791	496293
945	3029038	493099
946	3038605	490925
947	3040651	487530
948	3042266	484069
949	3044783	480755
950	3048463	477624
951	3055688	475043
952	3061357	472213
953	3065007	469068
954	3067491	465744
955	3074516	463107
956	3078125	459949
957	3080501	456608
958	3083047	453294
959	3085699	449997
960	3088491	446722
961	3092735	443656
962	3094340	440212
963	3097445	436983
964	3100063	433687
965	3102907	430424
966	3109442	427668
967	3110804	424200
968	3113797	420957
969	3116410	417663
970	3119038	414372
971	3122745	411225
972	3127651	408234
973	3131715	405129
974	3134258	401828
975	3137160	398573
976	3141173	395459
977	3144382	392244
978	3146857	388937
979	3149975	385711
980	3152620	382427
981	3160365	379758
982	3161942	376345
983	3164247	373020
984	3166973	369748
985	3169813	366489
986	3173345	363311
987	3179132	360387
988	3182506	357187
989	3185530	353947
990	3188713	350726
991	3193476	347676
992	3195983	344380
993	3198587	341096
994	3202077	337907
995	3204567	334613
996	3208808	331501
997	3211708	328250
998	3215565	325097
999	3219049	321904
1000	3224422	318898
1001	3227211	315635
1002	3230839	312454
1003	3233739	309202
1004	3236452	305933
1005	3248336	303522
1006	3249807	300131
1007	3252640	296867
1008	3255078	293570
1009	3261166	290599
1010	3264733	287399
1011	3268166	284188
1012	3270638	280893
1013	3273437	277628
1014	3277984	274510
1015	3280867	271252
1016	3283462	267971
1017	3285938	264682
1018	3293275	261781
1019	3296850	258576
1020	3299655	255311
1021	3303129	252097
1022	3305847	248827
1023	3310325	245688
1024	3312025	242343
1025	3315488	239128
1026	3318300	235867
1027	3322754	232722
1028	3325983	229489
1029	3328198	226188
1030	3330692	222907
1031	3333336	219638
1032	3336233	216386
1033	3345073	213515
1034	3348069	210265
1035	3350904	207005
1036	3353496	203732
1037	3356153	200463
1038	3360228	197280
1039	3362905	194013
1040	3365430	190740
1041	3368150	187478
1042	3371910	184275
1043	3373413	180949
1044	3375878	177677
1045	3378553	174418
1046	3381216	171159
1047	3383999	167908
1048	3388804	164756
1049	3391949	161521
1050	3394423	158255
1051	3396779	154986
1052	3399509	151734
1053	3403006	148518
1054	3405935	145276
1055	3409089	142045
1056	3411950	138802
1057	3414707	135555
1058	3417363	132305
1059	3420962	129092
1060	3423821	125852
1061	3427340	122635
1062	3430144	119393
1063	3433838	116182
1064	3436193	112926
1065	3439118	109690
1066	3442487	106468
1067	3444635	103210
1068	3447103	99962
1069	3451296	96765
1070	3454225	93531
1071	3456556	90283
1072	3459397	87049
1073	3462925	83832
1074	3466799	80623
1075	3469509	77386
1076	3472480	74156
1077	3474825	70914
1078	3477381	67678
1079	3479195	64429
1080	3484227	61239
1081	3487883	58023
1082	3490636	54793
1083	3494147	51574
1084	3497369	48350
1085	3499948	45119
1086	3502795	41891
1087	3506432	38673
1088	3508417	35438
1089	3511945	32219
1090	3515483	29000
1091	3518237	25774
1092	3520673	22547
1093	3523326	19323
1094	3526601	16103
1095	3530376	12884
1096	3532853	9661
1097	3535578	6440
1098	3538370	3219
1099	3542742	0
