iter	Logloss
139	0.3008417622
140	0.3005196225
141	0.3004062108
142	0.3002565436
143	0.3000958365
144	0.2999290371
145	0.2996120358
146	0.2994062017
147	0.2990788417
148	0.298676171
149	0.2983363768
150	0.2981284776
151	0.2980132221
152	0.2977669154
153	0.2976255612
154	0.297444046
155	0.2972490781
156	0.2969987592
157	0.2967869921
158	0.2964582136
159	0.2962441065
160	0.296008872
161	0.2959567402
162	0.2957526819
163	0.2956301346
164	0.2953096151
165	0.2951559265
166	0.2951296933
167	0.2949627004
168	0.2944406952
169	0.2941724834
170	0.2939537446
171	0.2937076322
172	0.2935632933
173	0.293406036
174	0.2933348128
175	0.2930975865
176	0.2929150236
177	0.2928180705
178	0.2926041944
179	0.2924457095
180	0.29232718
181	0.2921483767
182	0.2917392678
183	0.2915885229
184	0.2914295378
185	0.2914239987
186	0.2914064261
187	0.2911033965
188	0.2909399949
189	0.2908838128
190	0.2907038808
191	0.2906111249
192	0.2903407123
193	0.2901872443
194	0.2899911321
195	0.2898949294
196	0.2896895884
197	0.2896486978
198	0.2895500765
199	0.2893307708
200	0.2892029497
201	0.289149278
202	0.2890725437
203	0.2889924021
204	0.2888695974
205	0.2884956791
206	0.2883886034
207	0.2882969599
208	0.2881051823
209	0.2878812225
210	0.2877244146
211	0.2876059166
212	0.2874370855
213	0.287330884
214	0.2870964246
215	0.2869490502
216	0.2867267023
217	0.2866220147
218	0.2863791158
219	0.2861579376
220	0.2859291415
221	0.2857963099
222	0.2856883966
223	0.2854769095
224	0.2853864643
225	0.2852010583
226	0.2850301385
227	0.2848683843
228	0.2848292569
229	0.2846105125
230	0.2844873011
231	0.2842742422
232	0.2840972505
233	0.2840303179
234	0.284018766
235	0.2838156701
236	0.2837021045
237	0.2835402842
238	0.2833479631
239	0.2830716079
240	0.2829002672
241	0.2826240227
242	0.2823770243
243	0.2822268652
244	0.2819102885
245	0.2818473002
246	0.2817562424
247	0.28172043
248	0.2817102123
249	0.2815502768
250	0.2814098437
251	0.2813091307
252	0.2812568878
253	0.2811035923
254	0.2810509906
255	0.2809394362
256	0.280776463
257	0.2807220415
258	0.2806224895
259	0.2805235898
260	0.2800028719
261	0.2795893622
262	0.279565718
263	0.2794962201
264	0.2793550569
265	0.279237563
266	0.2790469889
267	0.2788094571
268	0.2788003417
269	0.2786526614
270	0.2785975856
271	0.2784615467
272	0.2783233835
273	0.2781936444
274	0.277943471
275	0.2778498466
276	0.2777157113
277	0.2775160829
278	0.2773659292
279	0.2773102425
280	0.277254627
281	0.2771820081
282	0.2769952731
283	0.2768414547
284	0.2765725026
285	0.2762993577
286	0.2758021476
287	0.2756861959
288	0.275562987
289	0.2753970953
290	0.2753627607
291	0.2752881422
292	0.2751048494
293	0.2749681189
294	0.2748589924
295	0.274777455
296	0.2746892989
297	0.2746494509
298	0.2745165814
299	0.2743713307
300	0.2742281451
301	0.2741561989
302	0.2740619231
303	0.2738988946
304	0.2737340924
305	0.2736247571
306	0.2735381671
307	0.2734202236
308	0.2733382484
309	0.2730669862
310	0.2729592612
311	0.2726533655
312	0.2726239915
313	0.2725698353
314	0.2724805352
315	0.2722523258
316	0.2721370379
317	0.271988092
318	0.2719396562
319	0.2716605467
320	0.2715225098
321	0.2714360115
322	0.2712580361
323	0.2711075755
324	0.2710538788
325	0.2709923796
326	0.2709343437
327	0.2708219502
328	0.2707234352
329	0.2705898139
330	0.2704625137
331	0.2703514188
332	0.2702917488
333	0.2701097772
334	0.2700540785
335	0.2699702272
336	0.2698086039
337	0.2697127447
338	0.2694210197
339	0.2693782375
340	0.2692536514
341	0.2691465323
342	0.2691036968
343	0.2690405399
344	0.2688954951
345	0.2688416351
346	0.2688304935
347	0.2685935403
348	0.2683848431
349	0.2682638728
350	0.2681482691
351	0.2679645367
352	0.2679178712
353	0.2678144568
354	0.2676970938
355	0.2675563432
356	0.2673851119
357	0.2673605294
358	0.2671732631
359	0.2670739961
360	0.2668824416
361	0.266680819
362	0.2665706854
363	0.2664522234
364	0.2664394886
365	0.2663727162
366	0.2662187519
367	0.2662050734
368	0.2661691043
369	0.2661350061
370	0.2660700055
371	0.2658749968
372	0.2657347732
373	0.2657255511
374	0.265714938
375	0.2656244905
376	0.265417323
377	0.2651757558
378	0.2651581454
379	0.2650182873
380	0.2648827756
381	0.2648386271
382	0.2648134057
383	0.2646538902
384	0.2644192266
385	0.264248942
386	0.2642243211
387	0.2641842592
388	0.2640881485
389	0.2640756964
390	0.2639063904
391	0.2638791216
392	0.2638285948
393	0.2638048311
394	0.2637068496
395	0.2636979627
396	0.2634077634
397	0.2632367259
398	0.2632302388
399	0.2630115858
400	0.2629318721
401	0.2627965325
402	0.2626743197
403	0.2625965825
404	0.262528668
405	0.2624756558
406	0.2624412127
407	0.2622922963
408	0.2622500528
409	0.2619942517
410	0.2619757967
411	0.2618538004
412	0.2618094528
413	0.2616957577
414	0.2616143552
415	0.2615541036
416	0.2613537743
417	0.2612588844
418	0.2611489339
419	0.2610816149
420	0.2609197087
421	0.2608249551
422	0.260650276
423	0.2605600832
424	0.2602082666
425	0.2601303825
426	0.2601192177
427	0.2600450543
428	0.259999552
429	0.2599379953
430	0.2598812655
431	0.2598029938
432	0.2596220833
433	0.2596167489
434	0.2595156
435	0.2594109026
436	0.259266191
437	0.2592564623
438	0.2592223839
439	0.2591216929
440	0.2589480026
441	0.2588201347
442	0.2585751375
443	0.2584441269
444	0.2582782264
445	0.2582448886
446	0.2581386412
447	0.2581162538
448	0.2579346622
449	0.2578565171
450	0.2577774699
451	0.257665691
452	0.2576181664
453	0.2575658208
454	0.2575088472
455	0.2574664971
456	0.2571936155
457	0.2570684259
458	0.2569745203
459	0.2568511503
460	0.2568415059
461	0.2567394113
462	0.2565096172
463	0.256445827
464	0.256394748
465	0.2562792161
466	0.2560985034
467	0.2559735599
468	0.2558206897
469	0.2558149483
470	0.2555915092
471	0.2554937323
472	0.2554429041
473	0.2554046628
474	0.2553174814
475	0.2552901635
476	0.2552232805
477	0.2550933365
478	0.2550304555
479	0.2549977402
480	0.2549072163
481	0.2548551275
482	0.2546494291
483	0.2545638805
484	0.2544161695
485	0.2543655163
486	0.2543330144
487	0.2541720345
488	0.2541077723
489	0.2540797086
490	0.2540748461
491	0.2540451996
492	0.2540351184
493	0.2540115972
494	0.2539509605
495	0.2538128107
496	0.2536075771
497	0.253503189
498	0.2534515888
499	0.2533239315
500	0.2531210065
501	0.2530460095
502	0.2529803263
503	0.2529635677
504	0.2529117267
505	0.2528372631
506	0.2528200851
507	0.252758367
508	0.252653658
509	0.2525720041
510	0.2524853566
511	0.2524332053
512	0.2523882805
513	0.2523410374
514	0.2523165021
515	0.2521731259
516	0.2521478467
517	0.2520638994
518	0.2519910698
519	0.2519128421
520	0.2518739579
521	0.2518249462
522	0.2517460292
523	0.2517092797
524	0.251701859
525	0.2516334075
526	0.2514903994
527	0.2514869989
528	0.2513645671
529	0.251328607
530	0.2512765203
531	0.2511445888
532	0.2510153498
533	0.2509196677
534	0.2508801545
535	0.2508124876
536	0.2508060684
537	0.2504378633
538	0.2503075845
539	0.2502028367
540	0.2500875776
541	0.2500623275
542	0.2498720437
543	0.249826917
544	0.24979027
545	0.2496624456
546	0.2495747704
547	0.2495373
548	0.2494844153
549	0.2493198953
550	0.249207552
551	0.24908997
552	0.2489269947
553	0.2488482437
554	0.2488160876
555	0.2487599414
556	0.2486708009
557	0.2486075691
558	0.248559274
559	0.2484717866
560	0.2482972919
561	0.2482528871
562	0.2481761418
563	0.2481025116
564	0.2480058634
565	0.247953263
566	0.2479194572
567	0.2478341289
568	0.2478118161
569	0.2477407501
570	0.2476410236
571	0.247578016
572	0.2475423992
573	0.2475165679
574	0.2474786551
575	0.2474395536
576	0.2474102786
577	0.2472058058
578	0.2471127776
579	0.2470808377
580	0.2469213138
581	0.2466905232
582	0.2466598555
583	0.2466209262
584	0.2465223598
585	0.2464426513
586	0.2463838581
587	0.2463562935
588	0.2462775184
589	0.2462475104
590	0.2461897397
591	0.24609563
592	0.2460621972
593	0.2459646173
594	0.2458623876
595	0.2458178667
596	0.2457150151
597	0.2456615701
598	0.2456157893
599	0.2454909077
600	0.2454544282
601	0.2453487707
602	0.2453112959
603	0.2452214036
604	0.2450855701
605	0.2450652718
606	0.2449718597
607	0.2448089075
608	0.2447912035
609	0.2446494407
610	0.2445404085
611	0.2444756334
612	0.244306227
613	0.244296286
614	0.2442182227
615	0.2441647557
616	0.2440415002
617	0.243993133
618	0.2439665133
619	0.2439133798
620	0.243887653
621	0.2438663843
622	0.2437755704
623	0.2437383028
624	0.2435954784
625	0.2435912702
626	0.2435006907
627	0.2434821222
628	0.2434268574
629	0.2433435057
630	0.2432909731
631	0.2432585739
632	0.2432268342
633	0.2431518216
634	0.2430616697
635	0.2430358332
636	0.2430077291
637	0.2427430762
638	0.2426511186
639	0.2425053579
640	0.2424558085
641	0.2423566443
642	0.242334302
643	0.2421742532
644	0.2421252854
645	0.2420573673
646	0.2420128752
647	0.24197368
648	0.2418805262
649	0.2417796771
650	0.2417746452
651	0.2416749491
652	0.2415793848
653	0.2413753388
654	0.2413246879
655	0.2412575183
656	0.2412024372
657	0.2411482897
658	0.2410928921
659	0.2410697187
660	0.2410306238
661	0.2408337118
662	0.2407074147
663	0.2404659257
664	0.2404082256
665	0.2403820973
666	0.2402238828
667	0.2402202243
668	0.2401953942
669	0.2401093307
670	0.2400632816
671	0.2400003974
672	0.2399433669
673	0.239937803
674	0.2398086379
675	0.239740688
676	0.2396566441
677	0.2396417998
678	0.2394773475
679	0.2393754623
680	0.2393622569
681	0.2392849669
682	0.2392076764
683	0.2391408058
684	0.2391368484
685	0.2390732703
686	0.238967988
687	0.2388862969
688	0.2387963745
689	0.2387911726
690	0.2386742181
691	0.2386158385
692	0.2385526122
693	0.2384425214
694	0.2383326301
695	0.2383057177
696	0.2382225192
697	0.2381406262
698	0.2380646748
699	0.2379916184
700	0.2379282464
701	0.237910167
702	0.2377690606
703	0.23775704
704	0.2377116363
705	0.2376060511
706	0.2375266088
707	0.2373707992
708	0.2373654076
709	0.2372789511
710	0.2371583521
711	0.2370577877
712	0.2370387561
713	0.2368860475
714	0.2368399668
715	0.236753025
716	0.2365955924
717	0.236542585
718	0.2364248503
719	0.2363168664
720	0.236311779
721	0.2361969628
722	0.2361412614
723	0.2360423749
724	0.2359375512
725	0.2358531213
726	0.2357886638
727	0.2357308571
728	0.2356961813
729	0.2355324398
730	0.2355288678
731	0.235443418
732	0.2353780908
733	0.2353718204
734	0.2353237504
735	0.235300858
736	0.2352372952
737	0.2351571445
738	0.2351507204
739	0.2350272277
740	0.2349045676
741	0.2348401384
742	0.234812633
743	0.2347153078
744	0.2346950997
745	0.234598936
746	0.2345056644
747	0.234486037
748	0.2344643634
749	0.2344124252
750	0.2343931518
751	0.2343278478
752	0.2342701086
753	0.2341321217
754	0.2340418448
755	0.233926739
756	0.2338911212
757	0.2338273879
758	0.2337368492
759	0.2336920132
760	0.2336020733
761	0.2335721445
762	0.2335319842
763	0.2334084308
764	0.2333659839
765	0.2333429331
766	0.2332818217
767	0.2332106191
768	0.2331209507
769	0.2330711299
770	0.2330243415
771	0.2330123656
772	0.2329738953
773	0.2329695804
774	0.2329288943
775	0.2328673172
776	0.2328559129
777	0.2327796872
778	0.2327245684
779	0.2326292022
780	0.2325299565
781	0.2324757012
782	0.2323559976
783	0.2322632968
784	0.2322447327
785	0.2321163961
786	0.2320535052
787	0.231902867
788	0.2318092426
789	0.2318051187
790	0.231648589
791	0.2315889119
792	0.2315076788
793	0.2314544142
794	0.2313857711
795	0.2313579473
796	0.2312761851
797	0.2312585452
798	0.2312025084
799	0.2311479709
800	0.2310718927
801	0.2309738285
802	0.2308522146
803	0.2307660815
804	0.2307427336
805	0.2306412942
806	0.2305545273
807	0.2304971969
808	0.2304418638
809	0.2304091711
810	0.2303415109
811	0.2302679631
812	0.2301773471
813	0.2300752694
814	0.2300518304
815	0.2300046568
816	0.22994704
817	0.229836192
818	0.2297353636
819	0.2296946341
820	0.2296669516
821	0.2295828964
822	0.2295636502
823	0.2295055196
824	0.229460375
825	0.2294070946
826	0.2293357896
827	0.2293073664
828	0.2292427708
829	0.2292085593
830	0.2291698924
831	0.2291262295
832	0.2290793808
833	0.2288676745
834	0.2288389709
835	0.2287483843
836	0.2286685206
837	0.2286376727
838	0.2286143107
839	0.2285855996
840	0.2285738605
841	0.2285677451
842	0.2285210964
843	0.2285117455
844	0.228508844
845	0.2284692135
846	0.2283952109
847	0.2283037963
848	0.2281713127
849	0.2281040274
850	0.2280478923
851	0.2279840497
852	0.2279818019
853	0.2279065355
854	0.2278397709
855	0.2277369612
856	0.2277158608
857	0.227644193
858	0.2275750398
859	0.2275404706
860	0.2274764585
861	0.2274737858
862	0.2274688545
863	0.2274329742
864	0.2273954644
865	0.2273782452
866	0.2271771053
867	0.2270664467
868	0.2270649269
869	0.2270417038
870	0.2269649174
871	0.2268963479
872	0.2268139395
873	0.2267826155
874	0.2266446552
875	0.2266288871
876	0.2265799874
877	0.2264743979
878	0.2264711389
879	0.2264051853
880	0.2263874004
881	0.2263699954
882	0.2263267011
883	0.2262822503
884	0.2262059575
885	0.2261151229
886	0.2260170998
887	0.225916815
888	0.2257070327
889	0.2255721132
890	0.2254668429
891	0.2253718766
892	0.2251684411
893	0.225139307
894	0.2250953857
895	0.2250818671
896	0.2250093936
897	0.2249948484
898	0.2249845926
899	0.2249097296
900	0.2248631907
901	0.2248177734
902	0.2247170644
903	0.224644048
904	0.2246093349
905	0.224510227
906	0.2244399412
907	0.2244371849
908	0.224358594
909	0.2243300881
910	0.2242791694
911	0.2242004928
912	0.2241268497
913	0.2240947552
914	0.2240473608
915	0.2239781656
916	0.2239263891
917	0.2239232215
918	0.2238656012
919	0.2238104776
920	0.223757024
921	0.2237531196
922	0.2236927887
923	0.2236128002
924	0.2235651295
925	0.2235129761
926	0.2234628629
927	0.2234332369
928	0.2234139195
929	0.2233624471
930	0.2233191861
931	0.2232534899
932	0.2232158101
933	0.2230195501
934	0.2229971755
935	0.2229315088
936	0.2229024795
937	0.2228633885
938	0.2228144708
939	0.2227632556
940	0.222684025
941	0.222661258
942	0.222627695
943	0.2225339086
944	0.2225081837
945	0.2224637847
946	0.2224589964
947	0.2224060103
948	0.2222244179
949	0.2221756751
950	0.2220966313
951	0.2220634734
952	0.2220291435
953	0.2219772469
954	0.2218425687
955	0.221812416
956	0.2217684451
957	0.221727972
958	0.2216380591
959	0.2215543094
960	0.2215266231
961	0.2214247926
962	0.2213952246
963	0.221370057
964	0.2213617629
965	0.2212580067
966	0.2212071563
967	0.2211410401
968	0.2211073639
969	0.2210623215
970	0.2209659992
971	0.2208383642
972	0.2207583879
973	0.2207161426
974	0.2206773937
975	0.2206081485
976	0.2205720129
977	0.2205189536
978	0.2204913396
979	0.220443081
980	0.2204307168
981	0.2204106054
982	0.2203704885
983	0.2203158836
984	0.2202831218
985	0.2202478745
986	0.2202255333
987	0.2201585394
988	0.2200754236
989	0.2199670358
990	0.2199232476
991	0.2198768926
992	0.2197748016
993	0.2197621201
994	0.2197448428
995	0.2197329843
996	0.219699504
997	0.2196407234
998	0.219460177
999	0.2193530634
1000	0.2192916395
1001	0.2192751252
1002	0.2192538515
1003	0.2192056818
1004	0.2191477906
1005	0.2190921105
1006	0.2190384281
1007	0.2190103887
1008	0.2190058246
1009	0.2189947038
1010	0.2189556822
1011	0.2189448983
1012	0.2188830193
1013	0.2188588352
1014	0.2188554673
1015	0.2188145576
1016	0.218755821
1017	0.2187346869
1018	0.2187180166
1019	0.2186952377
1020	0.218662822
1021	0.2184631448
1022	0.2184343329
1023	0.2184168468
1024	0.2183612491
1025	0.2183098538
1026	0.2182976809
1027	0.2182889786
1028	0.2182243562
1029	0.2181956467
1030	0.2181501361
1031	0.2181069526
1032	0.218079597
1033	0.2179835379
1034	0.2178672309
1035	0.2177454776
1036	0.2176579063
1037	0.2176177463
1038	0.2176135129
1039	0.2175683478
1040	0.2175259648
1041	0.2174572027
1042	0.2173923425
1043	0.2173432749
1044	0.2172554464
1045	0.2172121519
1046	0.2171895948
1047	0.2171514967
1048	0.2170934615
1049	0.2170800868
1050	0.2170520062
1051	0.2170145759
1052	0.2169572185
1053	0.216912534
1054	0.2168641984
1055	0.2168149738
1056	0.2167109467
1057	0.2166775161
1058	0.2166093537
1059	0.2165534567
1060	0.216419978
1061	0.2163551317
1062	0.2163450129
1063	0.2163405075
1064	0.2162952191
1065	0.2162683072
1066	0.2162123236
1067	0.216205469
1068	0.216150812
1069	0.2160615569
1070	0.2160257453
1071	0.2159561514
1072	0.215901401
1073	0.215875554
1074	0.2158544377
1075	0.2158229625
1076	0.2157917461
1077	0.2157891105
1078	0.2156738351
1079	0.2156002587
1080	0.2155692569
1081	0.2155654136
1082	0.215484467
1083	0.215470303
1084	0.2154135389
1085	0.2153933954
1086	0.2153781038
1087	0.2153051729
1088	0.2152816823
1089	0.2152025845
1090	0.2151576323
1091	0.2150910495
1092	0.21502551
1093	0.2150101524
1094	0.2149430296
1095	0.2149388484
1096	0.214863102
1097	0.2147988064
1098	0.2147297965
1099	0.2146797435
